test_text,retrieval_id,cos_sim,cos_distance,kmeans_label,openai_label
What medication can stop spotting,200,0.47390524,0.5260948,1,1
Which clinic should I request for a family planning like an implant,223,0.54912305,0.45087695,1,1
Which family planning is best,124,0.6641156,0.3358844,1,1
"Kama tumefanya sex  Friday 10pm ,Sato pia  all along na Sunday asubuhi nikupee p2 umeze na iyo day tufanye sex ,pia Monday  utapata pregnancy",239,0.6970062,0.30299377,1,0
2023-12-14T12:07:01.285287Z,137,0.26318944,0.73681056,0,0
lazima,139,0.50048304,0.49951696,1,0
How can one tell he or she is a Barren,196,0.22604479,0.7739552,0,0
Is it okay for a woman to talk to other men while she is in a relationship,108,0.339888,0.660112,0,1
Is it advisable to use p2s,207,0.17202254,0.8279775,0,1
lazima,139,0.50048304,0.49951696,1,0
Where can I test for HIV/AIDS...or STI,254,0.47972894,0.52027106,1,1
Mimi Ni mzazi was watoto wawili one if my boobs is big than the other naeza kuwa na shida gani na nanyonyesha,140,0.49628,0.50372,1,1
Wazz ni nn,337,0.40890732,0.5910927,0,0
2,232,0.25382403,0.746176,0,0
ok my question is mi now am 20 and am still a vagin which siko comfortable nayo naa cna vibes bana mi nataka tuu mnisaidie kupata manzi at least mi pia nifeel kama wengu,153,0.6182821,0.38171792,1,1
Nlikuwa nauliza kuhusu safe days mtu hukuwa safe how long after period,132,0.64045477,0.35954523,1,0
Mmmmhhh it's a relationship based question,131,0.34702566,0.65297437,0,0
"Well nimekuwa nikistruggle na masterbation and porn from back in 2012, nimejaribu kuwacha but manze wapi. Sa niliingia campo nikagraduate nikakuwa so sexual active na in the process tukachew na my cousin. Well, I just need help juu nafeel this is holding me back from achieving my spiritual goals",143,0.69716763,0.30283237,1,1
"So I have this guy for 3yrs and we used to come from the same area but nikahama so I knew about him and her friend were having an affair earlier when I confronted him anakataa till now akakubali  so he said  the girl anamtaka but yy hana time  yake .. what's worse tumetoka hood moja and the lady still loves the guy and she might even involve my family ndio and apate huyu chali  because my parents know her and also know the guy , . What should I do ..",216,0.52731144,0.47268856,1,1
"My ex boyfriend broke up with me because 'his heart wasn't in the relationship', whatever that meant💔..After a couple of weeks I ghosted him..well, I miss him sometimes and I also feel like he does🚮. But i certainly won't beg him to love me, did before and never again. What's your take🥹?",135,0.40551588,0.5944841,0,1
After using Depo alafu you engage in raw sex is it possible to get pregnant,226,0.4414748,0.5585252,0,0
"I don't usually have regular periods but hazijai kuwa late past 3 days., However sai ni the 6th day, I have PMS even occasional cramps but there's nothing., And I've been on ADHD medications since April.",150,0.6497177,0.3502823,1,1
Can you get pregnant after having sex on your periods but with a condom,226,0.40552297,0.59447706,0,0
issue,47,0.3717449,0.6282551,0,0
What can I do to last for long in a bed with my wife,183,0.48130178,0.5186982,1,0
bearing,45,0.30241358,0.6975864,0,1
But i think no 2 inasema kuniuliza swali,171,0.5095239,0.49047607,1,1
My friend has been using p2 like after every week is it ok,206,0.35935715,0.6406429,0,0
How does cancer develop in women especially breast and ovarian cancer,74,0.29782137,0.7021786,0,0
"I'm 20 years though I have feelings na a girl ako 24 yrs na ako na katoi but walibreak na baby daddy ,,,,apo itakuwa aje?",271,0.55366844,0.44633156,1,1
Love language test,55,0.45136908,0.54863095,0,1
Does sex play a role in physical health,31,0.4560484,0.54395163,0,0
2023-09-18T03:55:01.156525Z,137,0.28743905,0.71256095,0,1
2023-12-15T18:33:01.407120Z,137,0.26488972,0.7351103,0,0
Can you get pregnant while using Cd,226,0.44017753,0.55982244,0,0
i feel pain in my vagina   when urinating shida inaeza kua nini??,145,0.59516084,0.40483916,1,1
2023-12-02T08:32:01.503588Z,137,0.2756041,0.7243959,0,1
Sina credo,319,0.41499606,0.585004,0,0
Lesbian,122,0.44195697,0.558043,0,1
"My boyfriend cheated on me with my cousin, I got over it but not fully, Advise me",225,0.46183923,0.5381608,1,0
"I have aka problem,oflate naogopa kuhave sex juu I feel like if for instance I have it Na one night stand naweza kuwa attached Na pia maybe worth yangu itaisha nikiongeza bodycount but I want to have it really bad shida Ni hio confidence😞",168,0.7043601,0.29563987,1,1
"Mbona nafeel nikama napenda my guy but siko sure., I had another guy mwenye tulikosana before meeting my boyfriend, na huyo ndio mimi nafeel.sana. but boy wangu ananipenda, na sitaki kumuacha",257,0.65741926,0.34258074,1,1
2 weeks tulikosana na wife reason being nilifungia inje na kakujasubui nikiwa Nisha enda job na mtoi niliwacha amelala so nika omba ruusa kuenda kuangalia mtoto nikamget nanika mvuruga nikamchapa,47,0.6119125,0.3880875,1,1
Harm,143,0.36741897,0.632581,0,1
1,99,0.3221512,0.6778488,0,1
I am bleeding ed it's not yet my period days whats wrong with me,200,0.593679,0.406321,1,1
What should I do to this lady mwenye Ameshanirecognize kama boyfriend wake bt mimi nimeogopa kuvibe about love joh na yeye,258,0.5666928,0.43330717,1,0
"In a relationship, is it in the power of a lady to either get pregnant or not ?? , Or both the lady and the guy has equal power on it",79,0.41914955,0.5808505,0,1
Siku hatari za kubeba mimba ni zipi,137,0.638892,0.361108,1,1
I have a baby daddy but we broke up and I didn't tell him about the pregnancy cause I feared rejection should I find him and tell him or do I continue hiding the baby from him?,179,0.3087462,0.6912538,0,1
2024-09-20T16:01:01.625562Z,137,0.27581155,0.72418845,0,0
I need info about mental health,333,0.4202206,0.5797794,0,0
What are the risks of  using inplants,291,0.3140456,0.6859544,0,0
"So I experience extreme period pains ,,,I sometimes I vomit and the blood is just too much my stomach really pains so much and I loose appetite.Few weeksafter my periods I find something like diluted blood on my inner clothes.I went to a normal hospital to taste but there was no problem.Might there be a problem within my body? I don't think I can afford to visit gynaecologist now",150,0.52075815,0.47924185,1,1
How painful is it when losing virginity,45,0.63878644,0.36121356,1,1
How can you be selective to find a genuine person,141,0.3168986,0.6831014,0,0
When can I have ....it.. after or before my period WITHOUT getting preggy,286,0.42493263,0.5750674,0,1
Why do people date,141,0.40869087,0.59130913,0,1
We'll last Friday tulienda na mabeshte kuhave fun then i invited my bf .so after alikuja alinisalimia and nikamwacha ahave fun.ilihappen that alidance na dem alafu akaanza kumwambia stories negative kunihusu alafu nikajamiwa.pia after kupewa hizo stories he asked for a break.nafeel vibaya juu hizo stories zilikuwa uongo .,257,0.689117,0.310883,1,1
Yup,203,0.24949016,0.75050986,0,1
Okay so I was having a no label relationship with this girl,300,0.38229308,0.6177069,0,0
Okay Niko na friend na akona insecurities about her body how may I help her,221,0.4553169,0.5446831,0,0
Ni poa mtu kufanya sex akiwa on period,329,0.6869554,0.3130446,1,0
I love this man who never appreciate me in anything tumekua n yy just for one year bt imgine that boy hajwai nibuyia hata kitu his job ni anafikiria venye atanikula.when it's time namutisha Doo anaanza kukasirika .tumekosana sahi for 2week bt hajawai nikal hata siku Moja just I don't feel like this is will work please help me please help me nataka kumuucha mm,257,0.569158,0.43084198,1,1
What is the meaning of lgbtq,122,0.30738163,0.69261837,0,0
2023-12-16T06:20:01.379128Z,329,0.27533266,0.7246673,0,0
Is it good for a person ur dating to just stop replying ur texts,216,0.33885252,0.6611475,0,1
2023-12-30T11:55:01.729059Z,137,0.2535598,0.7464402,0,0
My friend anaeza saidika aje interms of yeye kua masterbet kila saaai.....na addict to porn,126,0.74445885,0.25554115,1,1
So swali ni natumianga implant ya 5 yrs inaeza affect nikose mtoi juu sai sina any na niko na 1yr still using??,302,0.63643533,0.36356467,1,1
Clinic next to me,75,0.4193066,0.58069336,0,0
How can I be verified on Facebook?,129,0.19866607,0.8013339,0,0
2,232,0.25382403,0.746176,0,0
1,99,0.3221512,0.6778488,0,1
Why are my periods too irregular? It's now September and the last time I had them ni June,150,0.5731573,0.4268427,1,1
I think I'm pregnant I missed my periods,292,0.50951886,0.49048114,1,1
"so hi wazzii,my question is ..can I get pregnant on my fourth day after periods",132,0.4148346,0.5851654,0,1
3,232,0.25455728,0.74544275,0,1
Effects of masturbation,143,0.6120797,0.38792032,1,1
my girlfriend ako sorrounded na boys wengi nahi ina nifanya nifeel insecure naeza cope aje nahi situation,257,0.57770246,0.42229754,1,1
Is it safe to talk bout my love life over here,260,0.39281908,0.60718095,0,0
Stori za masturbating,133,0.52358234,0.47641766,1,1
I feel little itchy since yesterday in my vagina and I only have 1bf,42,0.5329049,0.46709508,1,0
thank you,157,0.22990209,0.7700979,0,1
Request online chat,305,0.418044,0.581956,0,1
2023-09-11T11:57:01.435939Z,137,0.27853882,0.7214612,0,0
Where can I get pap smear test,160,0.43343288,0.5665671,0,0
I'm struggling with watching porn and masturbation,126,0.51673,0.48327,1,1
How to convince your boyfriend not to have sex with you at an early age,129,0.4949329,0.5050671,1,1
If you have ever gotten pregnant and you abort  how long will it take for you to get pregnant again?,226,0.46181837,0.53818166,1,1
2023-09-09T21:24:01.374123Z,137,0.27412617,0.7258738,0,0
"I had unprotected sex like a week ago,,and since,,nmekuwa tu nkiwashwa na kasusu what could be the problem",341,0.6188124,0.38118762,1,1
kuna vile mi na dem wangu tunago through alot ju sioni kama ananipenda though amenizalia mtoi .most of time tunakosana ju ya vitu kiasi sana,240,0.6482201,0.35177988,1,1
"Nafeel life inaenda left siku hizi , nilimada highschool 2018 nikaambiwa na wazae nichukuwe bsc clinical med though me sikudai all I wanted was kufanya programming maapp na magame development juu me ni fan wa iyo stuff mbaya but nikashowiwa na wazae Haina doh so me nikatake up clinical med nimengangana man nikafika year 4 Niko na units 3 na rotation Moja ya medical ward inabidi ni assessiwe , izo vitu zimenifanya nisigraduate na fellow comrades wangu ,,,bro wangu mbigi pia yeye ni RCO ye ndo alifanya the whole thing ya kuniconvince nifanye iii course in the first place but saa iii nikimuomba anipige connection ya kuvolunteer yeye ni kunizungusha zungusha tu , nafeel depressed vizii na life yangu imefika to a stop ,,,,me sitambui ya kufanya man ,,,,naamka Kila day feeling worser than the previous day nilijishow kustay positive was the key lkn wapi,,,nikishow mtu yeyote story yngu kazi ni kunibongesha kama ni gamba la muwa ,,,sijui nitadoo nn...adi manzi wa mine sijambongesha ever since nimshow story yangu",38,0.59087616,0.40912384,1,1
"I had my last monthly period on 7th January to 10th January, now am pregnant on which day did I conceive please",299,0.4974508,0.5025492,1,0
Is it normal not to have feelings towards the opposite gender.!?,324,0.48406368,0.5159363,1,0
lazima,139,0.50048304,0.49951696,1,1
Mbona kuna wasee unapata ni wakubwa na wako na pennis ndogo but iki erect inakua kubwa?,85,0.65672624,0.34327376,1,0
Do men feel pain during sex,76,0.61389834,0.38610166,1,0
Is it normal during periods to have blood clots?,248,0.7715895,0.22841048,1,0
How can I get over with overthinking,293,0.25768748,0.74231255,0,1
Im just separate I always feel like my parents relationship ndo imefanya hizi zote,184,0.50612545,0.49387455,1,0
"Today I was feeling kinda depressed, niko extremely emotional, na overthink vitu, na feel tu hopeless , can I get help please",278,0.37649757,0.62350243,0,0
"I'm sorry,,I asked about my friend,,",225,0.44736212,0.5526379,0,0
Nitafanyaje ndio wasichana wanipende,137,0.6476823,0.3523177,1,1
So Miimi am a virgin but Sasa I've always had fingering like deep fingering Sasa I was asking kama I'm still a virgin or not,275,0.4655422,0.5344578,1,1
How can I cut weight? Am struggling with weight gain and I don't know what to do?,35,0.17199217,0.8280078,0,0
3,232,0.25455728,0.74544275,0,1
"I wanted to ask ,,,, If I did a mistake on getting pregnant without informing my boyfriend",277,0.4505668,0.54943323,0,1
2024-01-01T06:12:01.634275Z,137,0.26101562,0.73898435,0,0
2024-01-01T04:07:01.152855Z,137,0.2564205,0.7435795,0,0
is abortion safe at 4 months,328,0.35835958,0.6416404,0,0
Am heartbroken and I can't seem to move on..nifanye nini,185,0.52303255,0.47696745,1,1
Advantages and disadvantages of using contraceptive s,74,0.73790723,0.26209277,1,1
Can a girl initiate sex,270,0.4181879,0.58181214,0,1
Kulose virginity ni uchungu?,259,0.6848485,0.3151515,1,1
I work in an environment where am not being treated right and I have just been paid I want to start my own business but an so scared,265,0.18992864,0.81007135,0,0
Okay,232,0.3286477,0.67135227,0,1
2023-11-19T05:21:01.281431Z,137,0.2762373,0.7237627,0,0
2024-01-16T13:32:01.399025Z,137,0.2657558,0.7342442,0,0
Nope!,203,0.32775992,0.6722401,0,0
Am a young mum..my first born son is one year but I am postmortem,179,0.40917745,0.5908226,0,1
why do men cheat in relationships than ladies,185,0.29735765,0.7026423,0,0
2023-12-26T14:29:02.249879Z,137,0.26573232,0.7342677,0,0
Why have you yet not answered my questions,232,0.28689638,0.71310365,0,1
Naezaje ishi na my wife in peace coz daily tunagombana,137,0.619683,0.38031697,1,0
I want to know about the contraceptive pills for boys which prevents them from getting a girl pregnant,124,0.58566004,0.41433996,1,0
Umm I want to know about abortion rights and how it affects us directly,179,0.40786356,0.59213644,0,0
2023-11-24T16:00:01.424274Z,137,0.2641839,0.7358161,0,0
Nheh hakuna kunijudge..mbona when having sex is painful 😣,298,0.6875548,0.31244522,1,0
I need to know more about masturbation,143,0.59761155,0.40238845,1,1
After an argument na chali yangu.. aliniblock.. it's been one month now and nashindwa nafaa kumpea time ya how long ndio nitry kureach out tena..ama nafaa kumgoja for how long,38,0.5966377,0.40336227,1,0
P2 hukuwa safe?,158,0.37500912,0.6249909,0,0
"Ni poa msee kurudiana na ex wake ,,like tulikuwa tumeachana ju he needed sex and I was not ready sa nashidwa nimrudie ama he came back begging ama io n kawaida ya Boyz and am in fear what if aniache pllllz help me with the best advice",186,0.6221772,0.37782282,1,0
